,problems,keywords,urls,contents,target,,
1991,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",https://pulsenews.co.kr/view.php?year=2019&no=577918 ,5.0¡É,valid,,
1992,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",https://pulsenews.co.kr/view.php?year=2019&no=577918 ,SUN,valid,,
1993,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",https://pulsenews.co.kr/view.php?year=2019&no=577918 ,2/8¡É,valid,,
1994,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",https://pulsenews.co.kr/view.php?year=2019&no=577918 ,MON,valid,,
1995,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",https://pulsenews.co.kr/view.php?year=2019&no=577918 ,-2/9¡É,valid,,
1996,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",https://pulsenews.co.kr/view.php?year=2019&no=577918 ,TUE,valid,,
1997,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",https://pulsenews.co.kr/view.php?year=2019&no=577918 ,2/11¡É,valid,,
1998,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",https://pulsenews.co.kr/view.php?year=2019&no=577918 ,Receive occasional updates and special offers for Pulse¡¯s products and services.,valid,,
1999,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",https://pulsenews.co.kr/view.php?year=2019&no=577918 ,"Receive occasional updates and special offers for Pulse¡¯s products and services.
",valid,,
2000,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",https://pulsenews.co.kr/view.php?year=2019&no=577918 ,"




",valid,,
2001,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",https://pulsenews.co.kr/view.php?year=2019&no=577918 ,Hyundai Motor previews all-new Avante ,valid,,
2002,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",https://pulsenews.co.kr/view.php?year=2019&no=577918 ,"Hyundai Motor revealed Wednesday a teaser for the all-new Avante, known as Elantra in certain ...",valid,,
2003,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",https://pulsenews.co.kr/view.php?year=2019&no=577918 ,"Foreign selling spree sends Kospi below 1,900 for the first time in four years",valid,,
2004,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",https://pulsenews.co.kr/view.php?year=2019&no=577918 ,"Foreign selloff stayed relentless despite short-sale curbs that went into effective Wednesday, ...",valid,,
2005,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",https://pulsenews.co.kr/view.php?year=2019&no=577918 ,"Only 8 foreigners on Japan-bound flight onboard after Seoul, Tokyo stop visa waiver",valid,,
2006,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",https://pulsenews.co.kr/view.php?year=2019&no=577918 ,The 727 Korean Air flying from Incheon to Osaka had only eight – foreign nationals - on its ...,valid,,
2007,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",https://pulsenews.co.kr/view.php?year=2019&no=577918 ,Korean schools stay closed for two more weeks,valid,,
2008,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",https://pulsenews.co.kr/view.php?year=2019&no=577918 ,"Kindergartens, elementary, middle, and high schools across South Korea will stay closed for two ...",valid,,
2009,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",https://pulsenews.co.kr/view.php?year=2019&no=577918 ,Korean assets shunned as Korea put on ¡°red alert¡± over virus,valid,,
2010,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",https://pulsenews.co.kr/view.php?year=2019&no=577918 ,"The unprecedented travel curbs on South Korea, which has been placed under the highest ¡°red ...",valid,,
2011,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",https://pulsenews.co.kr/view.php?year=2019&no=577918 ,"Koreans on virus-hit cruise ship in Japan brought home, quarantined at Incheon",valid,,
2012,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",https://pulsenews.co.kr/view.php?year=2019&no=577918 ,Six South Koreans and one Japanese spouse arrived at Seoul¡¯s Gimpo airport on a government ...,valid,,
2013,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",https://pulsenews.co.kr/view.php?year=2019&no=577918 ,Startups invited to bid for $10 million prize in UN-backed eXtreme Tech Challenge,valid,,
2014,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",https://pulsenews.co.kr/view.php?year=2019&no=577918 ,"Maekyung Media Group invites startups to bid for ¡®eXtreme Tech Challenge (XTC)¡¯, the world ...",valid,,
2015,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",https://pulsenews.co.kr/view.php?year=2019&no=577918 ,"Kospi rebounds above 2,200 with investors looking past coronavirus",valid,,
2016,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",https://pulsenews.co.kr/view.php?year=2019&no=577918 ,"South Korea¡¯s main bourse Kospi ended Tuesday up 1 percent at 2,223.12 and junior Kosdaq 0.93 ...",valid,,
2017,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",https://pulsenews.co.kr/view.php?year=2019&no=577918 ,Bibigo food truck makes inroads in New York City,valid,,
2018,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",https://pulsenews.co.kr/view.php?year=2019&no=577918 ,Food trucks selling popular ready-meals under Bibigo brand of Korean food maker CJ CheilJedang ...,valid,,
2019,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",https://pulsenews.co.kr/view.php?year=2019&no=577918 ,"Coronavirus shuts down Lotte store in Myeongdong, TV home shopping channel",valid,,
2020,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",https://pulsenews.co.kr/view.php?year=2019&no=577918 ,"The iconic Lotte Department Store in Myeongdong, downtown Seoul, has sealed itself from Friday ...",valid,,
2021,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",https://pulsenews.co.kr/view.php?year=2019&no=577918 ,"Korea allows schools to cut classes, expands coronavirus testing centers",valid,,
2022,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",https://pulsenews.co.kr/view.php?year=2019&no=577918 ,South Korea has allowed schools to shorten mandatory days and expanded the number of coronavirus ...,valid,,
2023,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",https://pulsenews.co.kr/view.php?year=2019&no=577918 ,Kia Motors teases full-change Sorento SUV ahead of launch in March in Korea,valid,,
2024,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",https://pulsenews.co.kr/view.php?year=2019&no=577918 ,All-new Sorento SUV from Kia Motors Corp. will feature the sportier and aggressive look the ...,valid,,
2025,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",https://pulsenews.co.kr/view.php?year=2019&no=577918 ,"SoCar cancels Tada spin-off plan, replaces CEO",valid,,
2026,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",https://pulsenews.co.kr/view.php?year=2019&no=577918 ,South Korea¡¯s ride-sharing company SoCar has killed its plan to spin off Tada ...,valid,,
2027,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",https://pulsenews.co.kr/view.php?year=2019&no=577918 ,"Mando proposes voluntary retirement, rotating leave on all ",valid,,
2028,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",https://pulsenews.co.kr/view.php?year=2019&no=577918 ,South Korea¡¯s second largest auto parts maker Mando Corp. ...,valid,,
2029,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",https://pulsenews.co.kr/view.php?year=2019&no=577918 ,Doosan Heavy faced with worst crisis from govt¡¯s ,valid,,
2030,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",https://pulsenews.co.kr/view.php?year=2019&no=577918 ,"South Korea¡¯s Doosan Heavy Industries &amp; Construction Co., once unrivalled in ...",valid,,
2031,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",https://pulsenews.co.kr/view.php?year=2019&no=577918 ,Most foreign-based firms in Korea report fall in sales due ,valid,,
2032,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",https://pulsenews.co.kr/view.php?year=2019&no=577918 ,Most of multinationals operating in South Korea have seen ...,valid,,
2033,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",https://pulsenews.co.kr/view.php?year=2019&no=577918 ,"Celltrion vows superfast test kit, cure on COVID-19 within ",valid,,
2034,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",https://pulsenews.co.kr/view.php?year=2019&no=577918 ,South Korea¡¯s top biosimilar developer Celltrion has ...,valid,,
2035,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",https://pulsenews.co.kr/view.php?year=2019&no=577918 ,COVID-19 kit maker Solgent running at full capacity to ,valid,,
2036,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",https://pulsenews.co.kr/view.php?year=2019&no=577918 ,South Koreans are shunned by more than 100 countries after ...,valid,,
2037,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",https://pulsenews.co.kr/view.php?year=2019&no=577918 ,Another orphan drug status given to Hanmi¡¯s NASH med in US,valid,,
2038,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",https://pulsenews.co.kr/view.php?year=2019&no=577918 ,Hanmi Pharmaceutical¡¯s investigational anti-NASH med ...,valid,,
2039,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",https://pulsenews.co.kr/view.php?year=2019&no=577918 ,LG Uplus teams up with Potenit to launch 5G port ,valid,,
2040,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",https://pulsenews.co.kr/view.php?year=2019&no=577918 ,South Korea¡¯s LG Uplus said on Tuesday that it has signed a memorandum of ...,valid,,
2041,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",https://pulsenews.co.kr/view.php?year=2019&no=577918 ,"Seoul mulling ban on short sale and other emergency market ...
",valid,,
2042,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",https://pulsenews.co.kr/view.php?year=2019&no=577918 ,The South Korean government is studying all possible ...,valid,,
2043,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",https://pulsenews.co.kr/view.php?year=2019&no=577918 ,"First-ever duo circuit breaker at Kospi, Kosdaq, losses ease after ...
",valid,,
2044,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",https://pulsenews.co.kr/view.php?year=2019&no=577918 ,Double circuit breakers were set off for the first time ...,valid,,
2045,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",https://pulsenews.co.kr/view.php?year=2019&no=577918 ,"Korean cryptocurrency exchanges face shutdown on stricter rules
",valid,,
2046,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",https://pulsenews.co.kr/view.php?year=2019&no=577918 ,Small-scaled cryptocurrency exchanges in South Korea are ...,valid,,
2047,What is mybank china? I need to understand the founders of the bank with the amount of stake they own. What is the strategic intent of the bank? why is it established? How much capital the bank has raised till date? What are the company financials? By what percentage has the revenue grown in the last three years? The number of customers they serve and what is the bifurcation of customer segment and the revenue generated from them? what is their technology proposition and what technologies they use?,"Mybank, China, Technology, virtual bank, Mybank financials, Mybank customers, revenue growth, Mybank founders",https://pulsenews.co.kr/view.php?year=2019&no=577918 ,"Kospi stocks become most undervalued since 2008 global financial ...
",valid,,
